id,location,frequency,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2eAvDnpXP5W0cVtiI0PUxV,education,3,94,233720,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959
34YfLWuoxLEcvJQNxdI9P2,education,3,75,297002,0.644,0.315,6,-9.382,1,0.0339,0.706,0.00162,0.0962,0.356,60.001
5Hm2MJQ4ECvQmH5QWCMQrR,education,3,74,312320,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35e-06,0.0946,0.108,90.121
5yY9lUy8nbvjM1Uyo1Uqoc,education,3,82,237735,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037
3QzAOrNlsabgbMwlZt7TAY,education,3,83,180435,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
34x6hEJgGAOQvmlMql5Ige,education,3,76,215133,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17
2KH16WveTQWT6KOG9Rg6e2,education,3,81,245640,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873
3LTMnFa0hhwisyq6ILahyj,education,3,0,348624,0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192
1zB4vmk8tFRmM9UULNzbLB,education,3,88,187147,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997
05lBuZWQ2OhQuzoCSIkvUF,education,3,3,336613,0.379,0.306,1,-14.446,1,0.0305,0.942,0.323,0.123,0.157,147.902
5T7ZFtCcOgkpjxcuaeZbw0,education,3,81,200107,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491
6mnjcTmK8TewHfyOp3fC9C,education,3,0,211920,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001
7aHRctaQ7vjxVTVmY8OhAA,education,3,1,296080,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091
0dOg1ySSI7NkpAe89Zo0b9,education,3,78,278680,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093
0jceXOZ2D9ZSzsfl3CKlxg,education,3,57,290133,0.509,0.897,1,-4.809,0,0.051,0.00227,0.0,0.129,0.318,101.959
1SnZi2eVU2kcXRNJT6ek4J,education,3,52,294387,0.46,0.509,2,-6.997,1,0.0303,0.289,0.000143,0.351,0.297,115.89
4iJyoBOLtHqaGxP12qzhQI,education,3,91,198082,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03
0uI7yAKUf52Cn7y3sYyjiX,education,3,78,177667,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891
0eu4C55hL6x29mmeAjytzC,education,3,88,161803,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982
5bgwqaRSS3M8WHWruHgSL5,education,3,82,228600,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03
3UoULw70kMsiVXxW0L3A33,education,3,82,201882,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798
2SAqBLGA283SUiwJ3xOUVI,education,3,85,261493,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
6f7BE3VcZScJx6n3wsf5Z3,education,3,74,267733,0.48,0.526,5,-7.099,1,0.275,0.071,0.0,0.0879,0.374,199.662
6D6HVKe7Qu3imn4zzJD0W9,education,3,75,227032,0.691,0.389,4,-8.247,1,0.0367,0.765,0.0,0.0941,0.306,104.952
2lTtnKQgjbrBA1qnOFhBkP,education,3,79,235226,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518
45S5WTQEGOB1VHr1Q4FuPl,education,3,86,208907,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863
5ehVOwEZ1Q7Ckkdtq0dY1W,education,3,11,195136,0.717,0.193,9,-16.141,0,0.0459,0.802,0.893,0.0653,0.0447,109.992
3xpdefOloYCBXd3UR6MVyM,cemetery,12,70,176627,0.392,0.702,6,-6.509,1,0.0848,0.137,0.0,0.109,0.771,188.606
4ujxDgeTs9YpwMKHSmZ4qc,cemetery,10,65,185477,0.535,0.672,3,-4.417,0,0.0699,0.0275,0.0,0.327,0.521,110.048
1Y2583xYzwiEXDetAB7H1Q,cemetery,9,74,240230,0.48,0.329,11,-12.487,0,0.0329,0.874,0.00165,0.244,0.385,80.375
4c38yr2PflGI2DSIzqsnmF,cemetery,9,60,166362,0.476,0.983,1,-3.282,1,0.0687,0.00182,1.86e-05,0.294,0.723,120.022
6tMdpUXfT70TD6Eh3XfB1p,cemetery,9,85,230895,0.648,0.827,9,-4.78,0,0.042,0.00533,0.338,0.217,0.598,176.005
6HYKgl1NaCgJkm24EeaeKs,cemetery,9,67,166333,0.351,0.903,8,-2.341,1,0.0681,0.00216,7.44e-05,0.252,0.354,180.032
7wjmdC4OL3l1nh9zQwCpv8,cemetery,8,64,228853,0.363,0.716,11,-6.823,0,0.111,0.482,5.06e-06,0.0189,0.581,190.965
0I1eFRytp4XRhLCjT6tZm7,cemetery,8,85,198213,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711
5ZbwPEUqw1hK6rp0ppD8lR,cemetery,8,73,165832,0.491,0.771,9,-5.037,1,0.041,0.00149,0.000262,0.232,0.242,103.005
5oiZiF3fBLHqgTDaH0Pj7M,cemetery,7,66,199587,0.633,0.632,7,-9.55,1,0.0643,0.588,0.0,0.0499,0.792,150.024
0OcW6k1AZqlALuYZEo2wZQ,cemetery,7,56,185227,0.807,0.415,5,-6.931,1,0.0378,0.669,0.0123,0.0611,0.665,94.472
6bfPo8Ge3VoD4dEGSDs0R9,cemetery,7,64,74960,0.492,0.611,0,-6.438,1,0.102,0.193,0.0,0.691,0.933,182.529
7BxJz17EyAHjZlHEEqrtm6,cemetery,7,67,282126,0.488,0.68,2,-8.143,0,0.0328,0.00329,0.398,0.144,0.64,139.984
37y7iDayfwm3WXn5BiAoRk,cemetery,7,92,173104,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041
2y51QpLzI5qbWfCcSx9Tu1,cemetery,7,68,194320,0.664,0.797,7,-4.473,1,0.0362,0.194,0.0,0.337,0.284,97.004
2QjOHCTQ1Jl3zawyYOpxh6,cemetery,7,94,240400,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
37mfTcSlX60JtAvAETytGs,cemetery,7,77,195717,0.516,0.85,4,-3.909,0,0.0706,0.00139,0.0,0.296,0.583,120.324
1gOVlit7zHwuKv8HVta06I,cemetery,7,67,174395,0.564,0.647,10,-6.759,0,0.0407,0.114,0.0,0.17,0.458,95.923
5gqGKzCDdxPHnRSkGoxD66,cemetery,7,68,184609,0.405,0.897,2,-4.533,1,0.264,0.00637,1.79e-06,0.266,0.744,200.083
0vf2eBw2inhl8y61cYQMv2,cemetery,6,84,179955,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969
4VoSYq3aTp57jgrdNswzrd,cemetery,6,62,227741,0.56,0.885,4,-5.497,0,0.0867,0.000469,0.0,0.119,0.806,154.006
6efrNjO7qLfIcvdSa81J86,cemetery,6,55,155195,0.406,0.771,0,-9.912,1,0.0547,1.31e-05,0.0,0.142,0.619,184.412
1tmRlF5pFo8G5OfJYUjWrR,cemetery,6,70,282732,0.625,0.71,0,-8.577,0,0.0535,0.196,0.0012,0.181,0.573,160.147
1baoZlq32nBee9tcYbQYxV,cemetery,6,0,232812,0.478,0.33,11,-12.4,0,0.0339,0.862,0.00113,0.176,0.413,79.484
1BYZxKSf0aTxp8ZFoeyM3d,cemetery,6,88,184154,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959
0QZ5yyl6B6utIWkxeBDxQN,cemetery,6,81,208212,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997
3zAqapGmeTcDB4xES8LBUL,cemetery,6,66,278742,0.462,0.792,1,-4.812,1,0.0456,4.57e-05,0.0976,0.111,0.372,174.021
463r5bsN1VqGXtaMctn4Rr,cemetery,6,80,174395,0.564,0.647,10,-6.759,0,0.0407,0.114,0.0,0.17,0.458,95.923
45ROR8UMn60YEVQnDy0uVF,cemetery,6,83,278991,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778
0eDFrr2qgbIPQSU9YQeAXM,cemetery,6,8,277400,0.777,0.192,8,-17.371,1,0.318,0.638,0.0,0.198,0.638,75.007
3xieSkbcWlOsQUNFNIE4C5,cemetery,6,38,166531,0.91,0.622,2,-9.08,0,0.313,0.17,0.0,0.111,0.429,98.057
7svpAkwc6xaSxlbZ7V7JiS,cemetery,6,80,161463,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557
5cbVQm11IEZieWTgX1UT25,cemetery,5,59,242567,0.611,0.5,1,-5.555,0,0.0327,0.682,0.0,0.137,0.429,128.001
0AFydkgl5Creero3gNjqvF,cemetery,5,69,222986,0.333,0.41,11,-9.534,0,0.0305,0.873,0.406,0.122,0.262,143.975
6405hOm4Nxfxzm2wxXw2BU,cemetery,5,0,285987,0.606,0.618,11,-5.1,1,0.0258,0.325,0.0019,0.108,0.237,92.061
0HBrtXJohbIW4IhPZ50GmH,cemetery,5,78,160613,0.538,0.607,9,-5.261,0,0.216,0.248,5.54e-06,0.0999,0.515,175.424
0zHgtaaO1T7AQh4TA9AK1b,cemetery,5,60,212013,0.701,0.376,4,-10.883,0,0.0447,0.799,0.0,0.126,0.673,111.922
6Dqs6JddZc16yl27MDzIWY,cemetery,5,74,202320,0.519,0.413,8,-14.462,1,0.21,0.331,0.0666,0.106,0.404,159.398
4Zfiia10nj9oj6qVqNc63Q,cemetery,5,57,107389,0.537,0.646,5,-12.909,1,0.034,0.587,0.0,0.064,0.772,170.012
7l8gHk3b9AwjC7gRhOqtP4,cemetery,5,63,242567,0.619,0.51,1,-5.549,0,0.0305,0.687,0.0,0.137,0.441,127.966
7t19ubLwfZubJh2HpCUTrC,cemetery,5,3,167307,0.338,0.819,3,-5.666,1,0.0736,0.0234,0.0,0.129,0.698,118.905
4s5DywrMqIlGxvKi4WrHwH,cemetery,5,59,119880,0.532,0.652,9,-6.112,0,0.119,0.262,0.0,0.461,0.797,80.803
3D1PuFi2U8lmtdWRZcCz1f,cemetery,5,64,157600,0.507,0.399,9,-10.917,0,0.0358,0.871,0.000377,0.113,0.225,115.588
3vZUC1m6QVm7urnN6lcF64,cemetery,5,72,285987,0.606,0.618,11,-5.1,1,0.0258,0.325,0.0019,0.108,0.237,92.061
7H0ya83CMmgFcOhw0UB6ow,cemetery,5,84,320467,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067
7lRlq939cDG4SzWOF4VAnd,cemetery,5,79,186480,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722
7brQHA2CgQpcMBiOlfiXYb,cemetery,5,81,251187,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996
2DgdHcjWmO3qd50RzuBLgZ,cemetery,5,82,208707,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,109.952
0Zh3tKIphLOvQux4dA6PFZ,cemetery,5,72,279027,0.236,0.799,4,-5.167,0,0.0939,0.0136,0.0,0.0948,0.303,208.951
7s8VgA8OjvwBUuigKzEGBx,cemetery,5,79,226073,0.811,0.266,7,-12.478,1,0.0406,0.56,1.05e-06,0.0962,0.211,130.044
1H7zdcRD0gLGQY0w5ejGgX,cemetery,5,84,213920,0.559,0.871,5,-5.338,0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976
4wQUopWk9Ed7Ng5qpKN5qd,cemetery,5,68,172973,0.583,0.918,6,-3.612,1,0.0518,0.288,0.0,0.0701,0.836,164.081
0hz1U3L72S1DDBSfNzXhMC,cemetery,5,49,165253,0.648,0.869,5,-5.564,0,0.0415,0.000405,0.000121,0.328,0.873,107.018
6DdJT7IApAVhfeXD4sJYC4,cemetery,5,52,215733,0.498,0.969,0,-2.205,1,0.0638,4.53e-05,3.64e-05,0.376,0.66,90.027
0J2VThndVZpqjEqQeNUB73,cemetery,5,50,219707,0.54,0.918,11,-3.87,0,0.042,3.81e-05,1.16e-06,0.836,0.642,127.929
2enPRFda84VE2wtI8c86Uf,cemetery,5,85,223747,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378
1E2R5JS5pHLLQowZ4xjpiB,cemetery,5,6,245505,0.897,0.424,5,-11.086,0,0.158,0.271,0.0,0.166,0.433,120.048
1jKv2VBMGnhPDsnZQoaq1j,cemetery,5,56,188854,0.797,0.295,1,-13.334,0,0.0589,0.371,0.000229,0.0942,0.403,138.001
3NpRkAnxexTh4TklAZNjag,cemetery,5,0,184615,0.655,0.34,10,-6.834,1,0.358,0.332,8.73e-05,0.106,0.24,90.67
3Lw41pfko5XMrsHRtlbo2k,cemetery,5,75,118630,0.712,0.477,9,-3.626,1,0.339,0.331,0.0203,0.129,0.415,130.694
5E30LdtzQTGqRvNd7l6kG5,cemetery,5,90,260173,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012
3hRV0jL3vUpRrcy398teAU,cemetery,5,86,208212,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01
1Ac5BDsGUMQ3tsW2vnc52x,cemetery,5,11,278640,0.443,0.545,0,-8.196,1,0.0273,0.000813,0.0137,0.202,0.104,99.914
0UV5zxRMz6AO4ZwUOZNIKI,cemetery,5,81,234800,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303
5dTHtzHFPyi8TlTtzoz1J9,cemetery,5,77,204733,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921
7HWaB2AEfyhAUEPkW9G4ni,cemetery,4,64,114000,0.857,0.117,0,-13.031,1,0.119,0.578,0.92,0.12,0.114,160.001
0zMAvsQmaQ4DGsmXtKixpn,cemetery,4,82,262173,0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,140.099
1zyGFId8xHOcRmCmehrwlc,cemetery,4,70,166573,0.69,0.795,3,-4.956,1,0.0312,0.255,0.0,0.202,0.872,96.99
5Pkn31exSVgFbfDAH961QC,cemetery,4,59,331400,0.354,0.426,6,-8.704,0,0.0295,0.782,0.11,0.115,0.185,98.062
7EkWXAI1wn8Ii883ecd9xr,cemetery,4,91,147062,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626
5gIJ6UEog9PR840GJuEYqa,cemetery,4,53,351096,0.324,0.939,4,-3.194,0,0.085,0.311,8.74e-06,0.278,0.295,124.995
2vzbU9nlpIMYxlt0FucOHi,cemetery,4,65,194587,0.532,0.88,11,-5.119,1,0.0362,0.00135,0.0,0.348,0.727,95.921
3rM10JnYLTVRFBqzMe9Q6Q,cemetery,4,60,208293,0.497,0.744,2,-6.847,1,0.0368,0.15,2.59e-05,0.133,0.611,154.534
0aQ9wNW5K3FPXhyw8LcIZO,cemetery,4,40,198397,0.597,0.375,2,-9.837,0,0.0562,0.861,0.0,0.246,0.381,98.981
2kS6td1yvmpNgZTt1q5pQq,cemetery,4,83,181680,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975
1iQEJgZIeIjLr35PVxYcJF,cemetery,4,59,97373,0.872,0.339,0,-10.495,1,0.0388,0.578,0.0344,0.158,0.501,104.048
0RjG5JmdOWXAR68dGlKBA5,cemetery,4,77,112960,0.547,0.287,6,-12.28,1,0.149,0.514,0.774,0.119,0.177,120.792
7JTGwb6ug0z15F5roNLE0s,cemetery,4,69,139851,0.832,0.346,0,-9.64,1,0.036,0.112,1.29e-05,0.0945,0.688,98.512
2hKtLq0OFHoK7ftAqn456x,cemetery,4,57,164598,0.403,0.328,10,-11.369,1,0.181,0.736,7.83e-06,0.82,0.609,189.485
3JPnVN4wYlmQnuD7OgDx88,cemetery,4,68,103343,0.695,0.232,1,-11.01,1,0.0972,0.825,0.0,0.59,0.451,100.488
4JE6agBLHGA5TaF6FlqfBD,cemetery,4,79,218755,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829
7asyVbwQE7IbA3x2be7bdI,cemetery,4,72,233785,0.675,0.464,1,-9.277,1,0.151,0.0635,0.073,0.0711,0.129,79.55
3vFZheR74pxUkzxqhXTZ2X,cemetery,4,68,222107,0.58,0.791,11,-7.604,0,0.324,0.196,0.00326,0.0793,0.343,83.323
0VmREvheUiN0xgM5fJYQqp,cemetery,4,74,213573,0.596,0.633,10,-3.602,0,0.0594,0.131,0.0,0.343,0.473,148.09
0mFSV2Bawz8i9wnlc9eYme,cemetery,4,74,207533,0.629,0.85,1,-3.653,1,0.0261,0.00802,0.0284,0.155,0.526,104.033
4ZUv5GgKcziw6ZjyxUfudU,cemetery,4,69,145344,0.648,0.22,5,-10.735,1,0.0503,0.868,0.0,0.291,0.614,110.706
08KTQSs3ickNki7FFTb6fY,cemetery,4,75,187385,0.661,0.836,1,-4.079,0,0.0297,0.00615,0.0,0.032,0.799,137.507
7vgTNTaEz3CsBZ1N4YQalM,cemetery,4,82,271387,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378
3YJJjQPAbDT7mGpX3WtQ9A,cemetery,4,87,279204,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002
2tznHmp70DxMyr2XhWLOW0,cemetery,4,83,208760,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98
1uxgAlSrXK5Xlo59HHsOPW,cemetery,4,0,87920,0.448,0.335,1,-9.902,1,0.0487,0.961,0.0381,0.0945,0.228,125.244
6suYoN4gFkanqOBn5yRnJC,cemetery,4,81,329050,0.486,0.528,1,-11.722,1,0.0463,0.00387,1.4e-05,0.106,0.452,178.519
3Yvk0ZLxMlt6ioasvdN6vB,cemetery,4,74,272903,0.509,0.478,4,-10.051,1,0.0392,0.185,1.4e-06,0.0891,0.323,139.926
0rKtyWc8bvkriBthvHKY8d,cemetery,4,87,209274,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964
0kFFvTvmSgJeNkVKPFaplu,cemetery,4,53,153313,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417
7H7NyZ3G075GqPx2evsfeb,cemetery,4,85,231724,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03
6K4t31amVTZDgR3sKmwUJJ,cemetery,4,88,216320,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879
27NovPIUIRrOZoCHxABJwK,cemetery,4,95,212000,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995
1iBljl6IFBU6OkUMJVKMbn,cemetery,4,71,160519,0.495,0.457,7,-6.072,1,0.0306,0.407,1.25e-06,0.142,0.342,82.825
1rRwwqteLePmi70PGaC8ah,cemetery,4,77,216667,0.687,0.646,4,-3.841,1,0.039,0.0973,0.000593,0.161,0.323,139.978
431qZaQAJuIolwBrlDa6Yg,forest,8,64,231587,0.435,0.523,0,-9.502,1,0.041,0.535,0.00011,0.162,0.374,178.301
1n9sCOqpuWdoFUZxJeBRkh,forest,8,42,181700,0.191,0.244,2,-22.741,1,0.0457,0.986,0.854,0.33,0.0651,73.175
0Y4ipB4nBIZA3dWUWcoeLB,forest,8,55,160000,0.17,0.364,2,-21.87,1,0.0701,0.839,0.948,0.975,0.21,83.16
41yIvlFgvGwxq8qTqAR7eG,forest,7,77,210080,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002
0mJgYBqXh1B1KetCUVe3QT,forest,7,36,132880,0.62,0.848,0,-7.201,1,0.0391,0.354,0.00103,0.698,0.732,133.557
4vNi58k37duYWVUPJ3OQtk,forest,7,46,172000,0.123,0.168,5,-18.549,1,0.0412,0.976,0.976,0.962,0.134,97.189
5yu3LOGDf4Y47XxBX6OEjO,forest,7,49,152476,0.187,0.306,2,-19.847,1,0.0441,0.972,0.982,0.755,0.036,118.822
3mzmxVaXlVz1qT5r2ziGee,forest,7,46,184110,0.186,0.0282,10,-23.196,1,0.0527,0.951,0.983,0.372,0.0362,115.077
5Gf1abXhaI10rBHOKeXNU0,forest,7,51,153359,0.162,0.197,2,-21.841,1,0.0387,0.963,0.978,0.965,0.0356,95.53
6SUVWUASzH4dfBP8vPb2uK,forest,7,46,166533,0.166,0.133,0,-22.739,1,0.042,0.947,0.97,0.963,0.0316,75.506
7qH9Z4dJEN0l9bidizW7fq,forest,6,80,257533,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053
70ZhYH2joI9RCE45TG52sS,forest,6,46,133093,0.329,0.387,11,-34.396,0,0.449,0.279,0.898,0.394,0.04,87.452
2NMA93HoL1DkxNLbnyOOqA,forest,6,58,150726,0.0717,0.0402,1,-30.543,1,0.0446,0.307,0.953,0.179,0.0353,79.741
2BOof6lYrGfz6BojJ0aeJd,forest,6,67,191773,0.364,0.308,4,-13.052,1,0.0402,0.896,0.00227,0.123,0.389,73.331
0wJoRiX5K5BxlqZTolB2LD,forest,6,74,170813,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9
5qMBjLvAa8BnShLMoehFkY,forest,6,32,131311,0.557,0.374,3,-12.275,0,0.218,0.195,6.29e-06,0.0973,0.104,148.042
1qRA5BS78u3gME0loMl9AA,forest,6,79,153693,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883
4yyg2J2uXOjCtCyT64984C,forest,6,72,284147,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965
3GGt2kbKX4VFCs3VM5JcsH,forest,6,35,314400,0.582,0.485,6,-12.781,0,0.0326,0.349,0.624,0.668,0.751,128.872
7zAoVpCLJFsyRfCbGUIAFf,forest,6,46,709333,0.438,0.78,2,-11.26,1,0.0579,0.0969,0.794,0.723,0.84,138.933
3bZx43GLQeXXVIGyXvhk6R,forest,6,49,167759,0.259,0.246,7,-24.521,1,0.0751,0.88,0.975,0.94,0.0733,56.81
2dKNF0EYNtLbUlgLhWwjsG,forest,6,49,112000,0.19,0.161,2,-20.719,1,0.0385,0.901,0.97,0.77,0.0809,113.881
3aTEisazzfJJSEnzdHW7rp,forest,6,51,120000,0.106,0.139,2,-20.068,1,0.044,0.902,0.946,0.218,0.0555,165.416
2unSnHtBPVc8pUUi0roONR,forest,6,49,152000,0.0937,0.122,2,-20.741,1,0.0474,0.923,0.912,0.151,0.0684,80.573
3sQwDiyaYGQD7VqHHXCllh,forest,6,48,110000,0.176,0.0635,2,-20.793,1,0.0453,0.848,0.911,0.203,0.0415,133.034
1rWF3tXTZarko9sevQEi7o,forest,6,48,126000,0.164,0.101,2,-21.094,1,0.0441,0.951,0.975,0.329,0.0484,76.463
6eAXvj1nkJFRscOMhB0PaK,forest,6,47,156000,0.215,0.121,2,-20.186,1,0.0453,0.921,0.955,0.352,0.0395,58.416
5S8jZV5LeZODEITey2AqIP,forest,6,47,92000,0.21,0.118,2,-20.07,1,0.0449,0.834,0.866,0.167,0.0344,111.439
6D5CDCsPHCEptwVZ2LLNpz,forest,6,47,108000,0.212,0.142,2,-19.807,1,0.047,0.868,0.943,0.283,0.0395,116.492
1bwlQRDL3zeUx5TC4HVzNq,forest,6,47,104000,0.13,0.0173,2,-22.064,1,0.0536,0.349,0.942,0.515,0.0343,144.15
3Z6raiZ9TdB3ZKC6fdhr6y,forest,6,47,152012,0.166,0.333,0,-21.147,1,0.0482,0.959,0.985,0.364,0.124,129.812
1pFwLaLvKsIrYdL9YhPDqp,forest,6,38,122301,0.175,0.271,2,-27.558,1,0.0919,0.979,0.949,0.339,0.176,107.897
4j6eZ1bIO1Uz4lvECRJvvz,forest,6,36,112000,0.194,0.12,2,-24.578,1,0.0406,0.987,0.851,0.114,0.0373,131.538
2cYSSkFFFRByPE4UAe8cXF,forest,6,36,112000,0.223,0.131,2,-24.324,1,0.0421,0.988,0.914,0.114,0.0361,76.907
1FvTwExqFdUrteMeOedwBi,forest,6,35,128000,0.203,0.355,9,-26.754,1,0.157,0.985,0.943,0.447,0.253,90.037
5HxBraHhwyhyLPRUHodX4K,forest,6,35,128000,0.174,0.74,11,-29.858,0,0.336,0.989,0.967,0.348,0.0131,146.584
7a1wqls4qPsDwd0ZGYg2LC,forest,6,35,96000,0.188,0.147,2,-24.184,1,0.0417,0.993,0.908,0.135,0.0351,78.689
4vOC1K6rq1Xp5FYrHDGneN,forest,6,35,96000,0.21,0.119,2,-23.742,1,0.0384,0.992,0.911,0.12,0.0373,96.414
2p6Jv9mL4dUsKfhdVvHufo,forest,6,35,160356,0.211,0.189,2,-23.991,1,0.0437,0.991,0.921,0.397,0.0362,124.633
5JvXCdAxMsQiPk7Sf6F4bx,forest,6,35,105644,0.318,0.648,0,-37.212,0,0.0773,0.977,0.969,0.612,0.0153,46.308
28sWYevC75ZrUMJ0tD4zWM,forest,5,59,313480,0.521,0.265,1,-18.229,1,0.0319,0.961,0.133,0.0676,0.392,77.519
4fbvXwMTXPWaFyaMWUm9CR,forest,5,7,336613,0.374,0.304,1,-14.52,1,0.0302,0.943,0.298,0.126,0.147,147.969
4k7x3QKrc3h3U0Viqk0uop,forest,5,80,289560,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719
7a1XGxwYRr3YUW3NpKrBDX,forest,5,50,144877,0.272,0.565,1,-34.349,1,0.249,0.271,0.0122,0.274,0.0256,76.968
23Hpf0InC4WVSmg9KaNxIy,forest,5,51,86512,0.587,0.0529,6,-38.126,0,0.157,0.868,0.792,0.258,0.0257,114.807
6bqB7idfAnJVisSMQA1mZQ,forest,5,59,135453,0.212,0.186,0,-16.813,1,0.05,0.92,0.00024,0.116,0.51,174.963
