id,location,frequency,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7pecvxazasdLJwT4IQbmUa,forest,5,46,273820,0.411,0.874,10,-13.957,0,0.344,0.0944,0.0131,0.18,0.0535,123.535
1IF5UcqRO42D12vYwceOY6,forest,5,78,211960,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08
1bqrRn1pJWowNLA5N9L6uW,forest,5,67,262209,0.543,0.925,6,-6.783,0,0.0448,0.392,0.456,0.0668,0.594,80.499
3d8y0t70g7hw2FOWl9Z4Fm,forest,5,80,160097,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023
37zuIvk4KBkAxxLJsxJaHq,forest,5,67,268293,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694
5Pkn31exSVgFbfDAH961QC,forest,5,59,331400,0.354,0.426,6,-8.704,0,0.0295,0.782,0.11,0.115,0.185,98.062
3yrSvpt2l1xhsV9Em88Pul,forest,5,83,183307,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566
6ToM0uwxtPKo9CMpbPGYvM,forest,5,75,145867,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839
1Jmqubf9kGkWeYQXQKImL5,forest,5,75,130173,0.699,0.467,4,-8.578,0,0.0375,0.685,0.0,0.315,0.764,119.287
1jCoAM7i3fDWvcWOv2PX0U,forest,5,33,194252,0.833,0.611,8,-9.773,1,0.293,0.5,0.0,0.633,0.416,96.024
5zLXUaYlIqhTcm7OJVSqgb,forest,5,34,284427,0.338,0.598,0,-13.432,1,0.101,0.765,0.839,0.459,0.678,91.594
4Kj1bVGbCPcefOMXYPJkhV,forest,5,31,295600,0.442,0.664,11,-11.766,0,0.0591,0.0196,0.377,0.726,0.405,125.021
6sSafLNnD2kljo012VSdRu,forest,5,30,325267,0.461,0.834,8,-13.794,1,0.0441,0.0259,0.869,0.381,0.63,133.12
1FGolefVk3rQ2Vo4KvyGwb,forest,5,26,623733,0.47,0.755,2,-8.472,1,0.151,0.263,0.0561,0.959,0.431,83.66
0rl1mAu2HBkIptk1rUtzlI,forest,5,29,169957,0.403,0.303,0,-16.873,1,0.12,0.59,0.0,0.693,0.579,171.101
5mChZj2DkveQkSqC6tXHdZ,forest,5,26,275496,0.282,0.237,1,-17.871,1,0.0547,0.759,0.0,0.13,0.416,82.559
1gQkBFhxuDAfp5QQ2SP7ik,forest,5,30,271354,0.408,0.364,9,-14.531,1,0.0538,0.641,0.0,0.568,0.538,119.445
4sYfCERMWBYDoHku3wAJYJ,forest,5,24,164900,0.411,0.381,7,-13.908,1,0.0329,0.777,0.0,0.676,0.384,88.015
2jNn5LOOEUswQHJNnO3LkH,forest,5,30,146307,0.508,0.121,7,-20.006,1,0.0381,0.937,2.06e-05,0.403,0.568,114.578
0Qf6vpZlHGDQHIpcIaNWo6,forest,5,24,173760,0.595,0.158,2,-17.446,1,0.0576,0.752,4.41e-06,0.139,0.392,135.968
3LZx7JD73a9oao8hT7lt9g,forest,5,24,316573,0.417,0.352,7,-17.601,1,0.232,0.832,0.00147,0.502,0.382,95.221
6XrZB8gnnuSqXZJKHUZ55C,forest,5,22,222107,0.549,0.133,9,-16.793,1,0.0785,0.814,1.62e-05,0.694,0.198,76.632
4VuM1LN6q2w3BUWnKKiYLT,forest,5,23,282907,0.57,0.204,7,-20.046,1,0.0307,0.74,0.00027,0.731,0.519,79.036
2obv0TqY1j7Vb4upuhA8Q8,forest,5,26,339320,0.518,0.219,7,-18.147,1,0.034,0.784,0.0612,0.985,0.5,77.959
0NlS8U09m91sam9SboKNpA,forest,5,26,269000,0.449,0.246,7,-14.743,0,0.0392,0.944,0.00024,0.417,0.226,110.614
57460SJgSpCXaRJ9YIYHxy,forest,5,65,171373,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392
0ofHAoxe9vBkTCp2UQIavz,forest,5,87,257800,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151
2KCqAdd2ad0hpJc5ySoTE8,forest,5,73,233973,0.67,0.496,2,-11.23,1,0.0277,0.627,0.00325,0.0584,0.427,100.17
1lJBRKkB6eIL98dv1c1PCC,forest,5,45,347023,0.513,0.695,6,-8.17,0,0.0495,0.874,0.252,0.347,0.35,125.428
22U0EjcRCMdgnxAahDV0rP,forest,5,47,120000,0.0796,0.0199,2,-22.122,1,0.0555,0.0119,0.917,0.415,0.0371,77.879
5f6gW2b4DeVFcEe8cnEe8v,forest,5,47,144000,0.177,0.0878,2,-20.1,1,0.0478,0.813,0.963,0.506,0.0804,132.637
11fFu5kxsE98r5SYKLKUAB,forest,5,48,120000,0.138,0.0811,2,-19.847,1,0.0483,0.918,0.966,0.206,0.0978,160.778
2q5Qpn6AwJZbjqLRWY31UN,forest,5,48,74000,0.201,0.101,2,-19.36,1,0.0469,0.929,0.965,0.16,0.107,73.546
7iirzgiSjTlRbyOhYQwOkm,forest,5,46,70000,0.167,0.157,2,-19.083,1,0.0479,0.935,0.965,0.171,0.267,106.438
4FOL6IBAyUq6HVUrxVJlOj,forest,5,46,70000,0.0681,0.621,2,-20.876,1,0.146,0.819,0.95,0.745,0.513,182.527
1o7tEdSpgjBo1gytmCv79p,forest,5,45,99510,0.154,0.339,0,-21.659,1,0.0552,0.954,0.949,0.321,0.145,134.876
3BamLgSS5spS9pDMRUC4nW,forest,5,45,103468,0.113,0.255,0,-20.544,1,0.0463,0.983,0.973,0.156,0.0779,80.632
3JdSUfS0Zm0NVfnIEO8ntG,forest,5,44,112764,0.133,0.889,5,-22.892,1,0.216,0.864,0.977,0.211,0.0267,99.48
0Fdk9FgZJodhV8u0sZjPy8,forest,5,44,128201,0.163,0.523,0,-23.036,1,0.125,0.888,0.991,0.0942,0.142,110.694
2Fz1wFaIew3srIjazAZwUK,forest,5,45,122210,0.133,0.237,0,-20.342,1,0.0415,0.972,0.885,0.137,0.0958,98.425
34ZiIdbnxHrYEMpUxcwU5T,forest,5,44,129399,0.114,0.284,0,-21.275,1,0.0368,0.953,0.981,0.219,0.0605,66.249
6ghxTqBIiuWOiFNXkm9b24,forest,5,44,142579,0.0847,0.744,5,-23.455,1,0.346,0.865,0.96,0.113,0.0194,168.273
3D7mQo3KCY0vu7YelnixLG,forest,5,44,128201,0.158,0.22,0,-21.246,1,0.046,0.977,0.925,0.105,0.125,107.119
6rUgfJuES45VzmCzMHrfzG,forest,5,44,142656,0.15,0.532,0,-21.431,1,0.138,0.958,0.984,0.0756,0.194,66.928
30yoPMZpg8N0uDjgkVRSIQ,forest,5,43,96450,0.164,0.0422,7,-24.492,0,0.0916,0.925,0.981,0.371,0.138,125.508
4sWQ4tqUfTKosEcxGvYIbo,forest,5,43,95478,0.166,0.0517,5,-23.614,1,0.0519,0.96,0.958,0.113,0.0302,114.971
6gory3LC8NvdSaXZHzTiaR,forest,5,43,101497,0.144,0.0359,5,-23.699,1,0.0509,0.948,0.954,0.13,0.0352,138.006
68AbnN0cEtX0MNjpRflhJO,forest,5,43,91932,0.0734,0.0644,10,-23.407,1,0.0532,0.918,0.994,0.111,0.0328,174.905
18Og7hnMbutTHBgKCqJh4i,forest,5,43,90923,0.156,0.0179,5,-23.742,1,0.0513,0.939,0.996,0.14,0.0291,85.721
1KnVqFK7d81ft9fZTX0Daa,forest,5,43,89503,0.0691,0.132,5,-24.046,1,0.086,0.915,0.993,0.726,0.0862,79.266
3wAkVC3DSSPnDwPojanPsw,forest,5,43,130619,0.162,0.132,10,-23.003,1,0.0768,0.899,0.984,0.38,0.0385,128.185
6UNLBpQorw7KFrF06x0FZz,forest,5,43,156748,0.13,0.077,5,-22.369,1,0.0543,0.929,0.986,0.58,0.0288,71.097
0zdI4Yaf9p1VFyMNIFh8Fm,forest,5,45,102012,0.193,0.265,2,-22.58,1,0.0576,0.952,0.966,0.378,0.0391,66.406
3uUuGVFu1V7jTQL60S1r8z,beach,18,96,148197,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966
5t9KYe0Fhd5cW6UYT4qP8f,beach,12,74,219027,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449
6YUTL4dYpB9xZO5qExPf05,beach,12,86,222533,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
3yrSvpt2l1xhsV9Em88Pul,beach,11,83,183307,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566
2Foc5Q5nqNiosCNqttzHof,beach,10,87,248413,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
6dGnYIeXmHdcikdzNNDMm2,beach,10,86,185733,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171
0e8nrvls4Qqv5Rfa2UhqmO,beach,10,97,143901,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981
4xqrdfXkTW4T0RauPLv3WA,beach,10,90,198040,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078
4ofwffwvvnbSkrMSCKQDaC,beach,9,81,201287,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744
0wz1LjDb9ZNEYwOmDJ3Q4b,beach,9,75,149373,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231
62aP9fBQKYKxi7PDXwcUAS,beach,9,83,176547,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05
02MWAaffLxlfxAUY7c5dvx,beach,9,96,238805,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
6OufwUcCqo81guU2jAlDVP,beach,9,86,241970,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028
20on25jryn53hWghthWWW3,beach,9,95,157890,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927
6A9mKXlFRPMPem6ygQSt7z,beach,9,81,180267,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404
7ef4DlsgrMEH11cDZd32M6,beach,9,86,214847,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
6PQ88X9TkUIAUIZJHW2upE,beach,9,53,231041,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026
6vN77lE9LK6HP2DewaN6HZ,beach,9,84,142273,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957
1hgNhooPszJZOZ0gLBU88t,beach,9,54,198040,0.505,0.425,5,-7.301,1,0.0292,0.586,0.0,0.321,0.285,92.061
0b18g3G5spr4ZCkz7Y6Q0Q,beach,8,86,186210,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04
18asYwWugKjjsihZ0YvRxO,beach,8,95,164819,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
5tf1VVWniHgryyumXyJM7w,beach,8,81,219043,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063
6f3Slt0GbA2bPZlz0aIFXN,beach,8,89,164000,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
5fwSHlTEWpluwOM0Sxnh5k,beach,8,94,287120,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
6RtPijgfPKROxEzTHNRiDp,beach,8,84,224840,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033
7vFoFDWqTX0mHzLfrF1Cfy,beach,8,81,180566,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016
5HCyWlXZPP0y6Gqq8TgA20,beach,8,97,141806,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928
78QR3Wp35dqAhFEc2qAGjE,beach,8,86,145543,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511
5rX6C5QVvvZB7XckETNych,beach,7,77,297587,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997
6zSpb8dQRaw0M1dK8PBwQz,beach,7,96,202735,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032
4iJyoBOLtHqaGxP12qzhQI,beach,7,91,198082,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03
4yugZvBYaoREkJKtbG08Qr,beach,7,80,211578,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191
2Gy7qnDwt8Z3MNxqat4CsK,beach,7,76,153205,0.392,0.629,5,-7.056,1,0.0335,0.718,3.76e-06,0.129,0.72,124.511
6UelLqGlWMcVH1E5c4H7lY,beach,7,91,174000,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
2tnVG71enUj33Ic2nFN6kZ,beach,7,86,157606,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948
4cG7HUWYHBV6R6tHn1gxrl,beach,7,89,169153,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
7yq4Qj7cqayVTp3FF9CWbm,beach,7,85,204280,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654
1HFfMOxCAT4GAwaPfCdmUs,beach,7,82,208133,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994
4h8VwCb1MTGoLKueQ1WgbD,beach,7,9,247427,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
3cHyrEgdyYRjgJKSOiOtcS,beach,7,85,204160,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992
4ZtFanR9U6ndgddUvNcjcG,beach,7,96,178147,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928
3B54sVLJ402zGa6Xm4YGNe,beach,7,87,233902,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
44gRhRi2OhEf7moAUj6MD1,beach,7,74,252729,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459
0hwkukpHcBJfGcIUxi1tK2,beach,7,70,244506,0.834,0.621,7,-6.156,1,0.0821,0.0918,0.0,0.0759,0.613,140.05
5CG9Ps5ynNjpKJHmwc95pa,beach,6,70,197120,0.569,0.638,7,-6.557,1,0.0291,0.000547,0.0,0.0848,0.438,144.042
6xzm6prZTb99kIrbblwQAU,beach,6,0,223307,0.845,0.701,8,-6.025,1,0.0504,0.208,0.0,0.166,0.892,145.892
6cx06DFPPHchuUAcTxznu9,beach,6,87,166028,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953
2MLHyLy5z5l5YRp7momlgw,beach,6,81,200307,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623
6rPO02ozF3bM7NnOV4h6s2,beach,6,76,228827,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085
3eJH2nAjvNXdmPfBkALiPZ,beach,6,89,139672,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062
3DGar7krWlmrXRFHBcQF6z,beach,6,68,163636,0.734,0.765,7,-5.562,1,0.0621,0.151,0.0,0.231,0.518,109.989
24Yi9hE78yPEbZ4kxyoXAI,beach,6,86,176840,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975
21jGcNKet2qwijlDFuPiPb,beach,6,90,215280,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
3Wrjm47oTz2sjIgck11l5e,beach,6,93,211560,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002
5PNvgiKSwMdjBsDsgFCFLX,beach,6,77,181306,0.881,0.661,11,-7.681,0,0.0343,0.098,0.0187,0.101,0.965,124.023
0xfMlIW8lS40qvpsUw1l0X,beach,6,82,169945,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042
0JpEMzTHbt2zBIXrntrXzG,beach,6,84,186141,0.539,0.708,5,-6.189,1,0.0976,0.0129,0.0,0.14,0.381,123.039
4o6BgsqLIBViaGVbx5rbRk,beach,6,81,190627,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057
2iUmqdfGZcHIhS3b9E9EWq,beach,6,85,177280,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961
6Uj1ctrBOjOas8xZXGqKk4,beach,6,97,172627,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998
22mek4IiqubGD9ctzxc69s,beach,6,81,212640,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003
63SevszngYpZOwf63o61K4,beach,6,79,156600,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977
4gvea7UlDkAvsJBPZAd4oB,beach,6,79,288733,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941
0ofHAoxe9vBkTCp2UQIavz,beach,6,87,257800,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151
0n4bITAu0Y0nigrz3MFJMb,beach,6,80,263827,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993
7Feaw9WAEREY0DUOSXJLOM,beach,6,79,163805,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778
3zBhihYUHBmGd2bcQIobrF,beach,6,78,163756,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621
1rqqCSm0Qe4I9rUvWncaom,beach,6,85,190947,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014
0ct6r3EGTcMLPtrXHDvVjc,beach,6,90,176658,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
6Tio0ZoDeSQnI7EBAqWer2,beach,6,81,141050,0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702
0bRXwKfigvpKZUurwqAlEh,beach,6,79,254560,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923
2QjOHCTQ1Jl3zawyYOpxh6,beach,6,94,240400,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
6JV2JOEocMgcZxYSZelKcc,beach,6,81,236002,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03
2bJvI42r8EF3wxjOuDav4r,beach,6,85,229360,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022
1gihuPhrLraKYrJMAEONyc,beach,6,84,206413,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
2P4OICZRVAQcYAV2JReRfj,beach,6,84,230613,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999
0azC730Exh71aQlOt9Zj3y,beach,6,84,222160,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
3QzAOrNlsabgbMwlZt7TAY,beach,6,83,180435,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
2QqJTIlGKRLJC3onkavYEz,beach,6,79,163902,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009
3JKgcAa7r07ocVWcV8bS0H,beach,6,82,163798,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027
1VLtjHwRWOVJiE5Py7JxoQ,beach,6,87,132833,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924
0uxSUdBrJy9Un0EYoBowng,beach,6,88,220587,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426
7sO5G9EABYOXQKNPNiE9NR,beach,6,86,172800,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007
577YBGuskWkVDCxZrLRB4v,beach,6,80,154024,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05
4Iedi94TIaB2GGb1nMB68v,beach,6,79,135960,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972
23TwR29GSeJBfXnXhmDlwR,beach,6,78,191399,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953
6KbpvmsV6L8JsON1C3JHAV,beach,5,54,289973,0.797,0.7,9,-7.876,1,0.0283,0.0546,2.91e-06,0.231,0.715,104.932
7kWeSMXLxUHHOkFxsS0vhP,beach,5,65,204827,0.787,0.765,0,-6.331,1,0.0265,0.231,1.79e-05,0.323,0.964,115.979
4kbj5MwxO1bq9wjT5g9HaA,beach,5,86,199080,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038
5IMtdHjJ1OtkxbGe4zfUxQ,beach,5,78,276493,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714
6cJqlSO19vsfCsH1FeFI35,beach,5,0,183200,0.673,0.772,1,-5.246,0,0.0427,0.0223,1.23e-06,0.141,0.585,90.356
4LZqNiZHiQvGLlt0RkXtqt,beach,5,56,209347,0.718,0.603,7,-8.455,1,0.0317,0.255,0.0146,0.47,0.701,117.928
6FE2iI43OZnszFLuLtvvmg,beach,5,87,175427,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071
5dNGORzxFb5z3v7vSAFkTU,beach,5,64,191040,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964
1mMLMZYXkMueg65jRRWG1l,beach,5,81,240760,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027
5PNcJn4oFNvlRfrZBHfqWh,beach,5,1,188053,0.611,0.782,8,-4.989,1,0.0474,0.147,0.0,0.115,0.915,101.319
2WKLUgklz0VDX5bKTZ3eYD,beach,5,72,179078,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042
2ojsE7uptG3qk3yTDV0iCX,beach,5,0,222533,0.756,0.796,1,-5.047,1,0.039,0.363,1.56e-06,0.0496,0.817,92.008
0FDzzruyVECATHXKHFs9eJ,beach,5,84,267867,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97
5JBtWpLoGO62gb5vax505b,beach,5,76,216092,0.689,0.797,11,-5.604,0,0.128,0.0537,0.0,0.212,0.855,117.982
77DMKSy81rEgMqCz5mgfIf,urban,12,12,272300,0.664,0.442,8,-10.28,0,0.101,0.224,0.921,0.16,0.448,117.781
4hI5PS8GWCftS1AUgNlJV1,urban,7,51,305863,0.866,0.651,1,-6.25,0,0.243,0.0258,0.0,0.21,0.492,140.103
5W1qmxHrMlQGGAiFA3ZQqP,urban,6,90,277693,0.562,0.755,7,-4.367,0,0.112,0.0967,2.25e-05,0.143,0.609,83.997
12upFOLFbpQ5nTENWm2Glj,urban,6,52,153916,0.933,0.639,10,-4.967,0,0.163,0.005,4.48e-06,0.0603,0.336,98.024
60ynsPSSKe6O3sfwRnIBRf,urban,6,89,226987,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035
5d17AOnsSZLyWuVMYEGvjM,urban,6,33,109179,0.672,0.334,1,-16.264,0,0.536,0.78,0.0,0.119,0.247,80.541
6lX6l7OuA3qrnIRfdsr0dw,urban,6,93,233453,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02
5clFSlfkCRlhnH1cAQjSBi,urban,5,75,182187,0.709,0.726,7,-7.129,1,0.0411,0.0977,0.0,0.301,0.404,92.006
39RRlNfnL18TNJ2i7XYxhH,urban,5,44,129715,0.597,0.609,11,-6.045,0,0.628,0.378,0.0,0.0954,0.408,99.226
7c5Ny3skYBWh5ByNpaUcZZ,urban,5,47,300967,0.901,0.525,5,-5.456,0,0.212,0.326,0.0,0.161,0.164,134.9
7uXAWHUWb9XiR7tXoLw4uD,urban,5,47,210248,0.769,0.648,5,-5.951,0,0.073,0.176,9.78e-05,0.133,0.708,121.018
69oJmQ3NnWHQriYQ4L8dKa,urban,5,55,212581,0.791,0.75,9,-4.491,0,0.143,0.35,0.0,0.294,0.822,95.984
7iL6o9tox1zgHpKUfh9vuC,urban,5,87,193467,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051
2yIt5SGOZCHE2PuzcXfOof,urban,5,54,280680,0.668,0.731,11,-5.942,0,0.11,0.0225,0.000497,0.184,0.406,193.986
02M6vucOvmRfMxTXDUwRXu,urban,5,75,213507,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024
1zrTET6hil9XNlRcSwRsV1,urban,5,46,278944,0.899,0.532,9,-6.014,1,0.0911,0.00431,0.0,0.102,0.375,95.02
3PcrNUFsSYnkJJNE6roBKl,urban,5,72,196827,0.677,0.655,7,-5.541,1,0.0433,0.0027,0.276,0.162,0.146,100.119
6hf0RpxTbOprT5nnwzkk8e,urban,5,85,217773,0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968
0UR1AEwhR0fPspOYb0u6Wi,urban,5,34,187617,0.723,0.475,3,-9.416,0,0.0707,0.385,0.0,0.106,0.229,92.019
2vmfvSoZBFAt9hhRoEByLi,urban,5,92,230125,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896
2JPLbjOn0wPCngEot2STUS,urban,5,95,206710,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951
6c32C8T3KlXrbvWSoD5aON,urban,5,85,222728,0.805,0.806,6,-3.589,0,0.0393,0.0828,0.0,0.156,0.682,110.042
20pJKlNIU3J1CrvhBr1kQ8,urban,4,76,336149,0.739,0.627,9,-6.063,0,0.128,0.293,0.0,0.477,0.251,134.045
6HoYqaTWEpeSyuMMgREvyg,urban,4,68,154240,0.801,0.58,6,-7.132,0,0.231,0.307,0.0,0.0814,0.642,95.014
2ckqPVu69e9n1RAuSep2NQ,urban,4,45,139270,0.71,0.87,0,-5.356,1,0.307,0.215,0.0,0.084,0.166,137.055
